StrainName,CloneID,ChrisName,LabName,CollectionSite,Species,Soil_Type,Elevation,Elevation_class,Elevation group in meters,Lat_Degrees,Lat_Min,Lon_Degrees,Lon_Min,Date,Lat,Lon,calc_elevation,final_elevation
CBP-2069*,ap_collection3_8,CK3J3B-8,CK3J3B-8,CK3J3,atrophaeus,Juniper,5901,Low,below 1800 m,36,15.077,117,6.404,26-May-10,36.25128333,-117.1067333,5898.8,5901
CBP-1657,ap_collection5_1,CK4F3A-1,CK4F3A-1,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1658*,ap_collection5_2,CK4F3A-1F,CK4F3A-1F,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1660*,ap_collection5_3,CK4F3A-3,CK4F3A-3,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1661*,ap_collection5_1,CK4F3A-4,CK4F3A-4,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1662,ap_collection5_3,CK4F3B-1,CK4F3B-1,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1663,ap_collection5_3,CK4F3B-1m,CK4F3B-1m,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1664,ap_collection5_3,CK4F3B-2,CK4F3B-2,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1665,ap_collection5_1,CK4F3B-3,CK4F3B-3,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1666,ap_collection5_1,CK4F3B-4,CK4F3B-4,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2086,ap_collection5_3,CK4F3A-52,CK4F3A-52,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2087,ap_collection5_1,CK4F3A-53,CK4F3A-53,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2088,ap_collection5_1,CK4F3A-54,CK4F3A-54,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2089,ap_collection5_1,CK4F3A-55,CK4F3A-55,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2090,ap_collection5_1,CK4F3A-56,CK4F3A-56,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2091,ap_collection5_3,CK4F3A-57,CK4F3A-57,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2092,ap_collection5_1,CK4F3A-58,CK4F3A-58,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2093,ap_collection5_1,CK4F3B-51,CK4F3B-51,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2094,ap_collection5_3,CK4F3B-52,CK4F3B-52,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-2095,ap_collection5_3,CK4F3B-53,CK4F3B-53,CK4F3,atrophaeus,Free,6591,Medium,1900 - 2700 m,36,15.052,117,5.003,26-May-10,36.25086667,-117.0833833,6607.4,6591
CBP-1650*,ap_collection4_1,CK4F1-1,CK4F1-1,CK4F1,atrophaeus,Free,6593,Medium,1900 - 2700 m,36,15.044,117,5.008,26-May-10,36.25073333,-117.0834667,6608.4,6593
CBP-1651*,ap_collection4_2,CK4F1-1m,CK4F1-1m,CK4F1,atrophaeus,Free,6593,Medium,1900 - 2700 m,36,15.044,117,5.008,26-May-10,36.25073333,-117.0834667,6608.4,6593
CBP-1652*,ap_collection4_3,CK4F1-2,CK4F1-2,CK4F1,atrophaeus,Free,6593,Medium,1900 - 2700 m,36,15.044,117,5.008,26-May-10,36.25073333,-117.0834667,6608.4,6593
CBP-1655,ap_collection4_1,CK4F1-4,CK4F1-4,CK4F1,atrophaeus,Free,6593,Medium,1900 - 2700 m,36,15.044,117,5.008,26-May-10,36.25073333,-117.0834667,6608.4,6593
CBP-1668*,ap_collection6_1,CK502A-1,CK5O2A-1,CK5O2,atrophaeus,Opuntia,7351,Medium,1900 - 2700 m,36,14.246,117,4.34,26-May-10,36.23743333,-117.0723333,7410.2,7351
CBP-2096,ap_collection6_1,CK5O2B-1,CK5O2B-1,CK5O2,atrophaeus,Opuntia,7351,Medium,1900 - 2700 m,36,14.246,117,4.34,26-May-10,36.23743333,-117.0723333,7410.2,7351
CBP-2097,ap_collection6_1,CK5O2B-2,CK5O2B-2,CK5O2,atrophaeus,Opuntia,7351,Medium,1900 - 2700 m,36,14.246,117,4.34,26-May-10,36.23743333,-117.0723333,7410.2,7351
CBP-1671*,ap_collection2_5,CK5J1B-1,CK5J1B-1,CK5J1,atrophaeus,Juniper,7366,Medium,1900 - 2700 m,36,14.255,117,4.362,26-May-10,36.23758333,-117.0727,7394.7,7366
CBP-1669*,ap_collection2_3,CK5F-2,CK5F-2,CK5F2,atrophaeus,Free,7367,Medium,1900 - 2700 m,36,14.239,117,4.342,26-May-10,36.23731667,-117.0723667,7412,7367
CBP-1670*,ap_collection2_4,CK5F-3,CK5F-3,CK5F3,atrophaeus,Free,7369,Medium,1900 - 2700 m,36,14.242,117,4.338,26-May-10,36.23736667,-117.0723,7414.2,7369
CBP-2098*,ap_collection20_2,CK5O3B-13,CK5O3B-13,CK5O3,atrophaeus,Opuntia,7381,Medium,1900 - 2700 m,36,14.243,117,4.338,26-May-10,36.23738333,-117.0723,7413.7,7381
CBP-2099*,ap_collection20_1,CK5O3B-14,CK5O3B-14,CK5O3,atrophaeus,Opuntia,7381,Medium,1900 - 2700 m,36,14.243,117,4.338,26-May-10,36.23738333,-117.0723,7413.7,7381
CBP-1672*,ap_collection2_6,TP601B-3a,TP6O1B-3a,TP6O1,atrophaeus,Opuntia,8169,Medium,1900 - 2700 m,36,13.725,117,4.118,26-May-10,36.22875,-117.0686333,8212.7,8169
CBP-1678*,ap_collection2_7,TP7bA-2,TP7bA-2,TP7bA,atrophaeus,Juniper,8800,Medium,1900 - 2700 m,36,13.106,117,4.271,25-May-10,36.21843333,-117.0711833,8828.1,8800
CBP-3051*,ap_collection29_2,TP10O4N-26,TP10O4N-26,TP10O4,atrophaeus,Opuntia,9600,High,2800 - 3000 m,,,,,17-May,,,,9600
CBP-3053*,ap_collection30_2,TP10O1N-6,TP10O1N-6,TP10O1,atrophaeus,Opuntia,9600,High,2800 - 3000 m,,,,,17-May,,,,9600
CBP-3054*,ap_collection2_14,TP10O2N-24,TP10O2N-24,TP10O2,atrophaeus,Opuntia,9600,High,2800 - 3000 m,,,,,17-May,,,,9600
CBP-3055*,ap_collection2_15,TP10O4B-3,TP10O4B-3,TP10O4FREE,atrophaeus,Free,9600,High,2800 - 3000 m,,,,,,,,,9600
CBP-3057*,ap_collection34_2,TP10O2B-D5,TP10O2B-D5,TP10O2FREE,atrophaeus,Free,9600,High,2800 - 3000 m,,,,,,,,,9600
CBP-3058*,ap_collection34_1,TP10O2B-D4,TP10O2B-D4,TP10O2FREE,atrophaeus,Free,9600,High,2800 - 3000 m,,,,,,,,,9600
CBP-3059,ap_collection34_2,TP10O2B-D16,TP10O2B-D16,TP10O2FREE,atrophaeus,Free,9600,High,2800 - 3000 m,,,,,,,,,9600
CBP-3062*,ap_collection30_1,TP10O1N-10,TP10O1N-10,TP10O1,atrophaeus,Opuntia,9600,High,2800 - 3000 m,,,,,17-May,,,,9600
CBP-3063*,ap_collection29_1,TP10O4N-G7,TP10O4N-G7,TP10O4,atrophaeus,Opuntia,9600,High,2800 - 3000 m,,,,,17-May,,,,9600
CBP-2103,ap_collection22_1,TP8F7aA-1,TP8F7aA-1,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-2105,ap_collection22_1,TP8F7aA-3,TP8F7aA-3,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-2106,ap_collection22_1,TP8F7aA-4,TP8F7aA-4,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-2107,ap_collection22_1,TP8F7aA-5,TP8F7aA-5,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-2109,ap_collection22_1,TP8F7aA-7,TP8F7aA-7,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-2110,ap_collection22_1,TP8F7aA-8,TP8F7aA-8,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-2111,ap_collection22_1,TP8F7aA-9,TP8F7aA-9,TP8F7,atrophaeus,Free,9627,High,2800 - 3000 m,36,12.818,117,5.342,25-May-10,36.21363333,-117.0890333,9656.9,9627
CBP-1760*,ap_collection16_2,TP8F5aB-4,TP8F5aB-4,TP8F5,atrophaeus,Free,9633,High,2800 - 3000 m,36,12.817,117,5.355,25-May-10,36.21361667,-117.08925,9653.9,9633
CBP-1762*,ap_collection16_1,TP8F5bB-3,TP8F5bB-3,TP8F5,atrophaeus,Free,9633,High,2800 - 3000 m,36,12.817,117,5.355,25-May-10,36.21361667,-117.08925,9653.9,9633
CBP-2101*,ap_collection21_1,TP8F6bB-19,TP8F6bB-19,TP8F6,atrophaeus,Free,9633,High,2800 - 3000 m,36,12.822,117,5.344,25-May-10,36.2137,-117.0890667,9658.1,9633
CBP-2102,ap_collection21_1,TP8F6bB-9,TP8F6bB-9,TP8F6,atrophaeus,Free,9633,High,2800 - 3000 m,36,12.822,117,5.344,25-May-10,36.2137,-117.0890667,9658.1,9633
CBP-1687*,ap_collection14_2,TP8F4aA-14,TP8F4aA-14,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1688,ap_collection14_2,TP8F4aA14m,TP8F4aA14m,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1689*,ap_collection14_6,TP8F4aA-4,TP8F4aA-4,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1690*,ap_collection14_9,TP8F4aA-5,TP8F4aA-5,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1691*,ap_collection14_5,TP8FaA-4,TP8FaA-4,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1692,ap_collection14_5,TP8FaA-4m,TP8FaA-4m,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1729,ap_collection14_2,TP8F4aB-1,TP8F4aB-1,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1730,ap_collection14_2,TP8F4aB-10,TP8F4aB-10,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1731*,ap_collection14_3,TP8F4aB-12,TP8F4aB-12,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1732,ap_collection14_2,TP8F4aB-13,TP8F4aB-13,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1733,ap_collection14_2,TP8F4aB-15,TP8F4aB-15,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1734,ap_collection14_2,TP8F4aB-18,TP8F4aB-18,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1737,ap_collection14_2,TP8F4aB-20,TP8F4aB-20,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1738,ap_collection14_2,TP8F4aB-22,TP8F4aB-22,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1739,ap_collection14_2,TP8F4aB-23,TP8F4aB-23,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1740,ap_collection14_2,TP8F4aB-25,TP8F4aB-25,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1741*,ap_collection14_8,TP8F4aB-26,TP8F4aB-26,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1742*,ap_collection14_4,TP8F4aB-26m,TP8F4aB-26m,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1746*,ap_collection14_7,TP8F4bB-1,TP8F4bB-1,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1747,ap_collection14_9,TP8F4bB-10,TP8F4bB-10,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-1752*,ap_collection14_1,TP8F4bB-2,TP8F4bB-2,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-2100,ap_collection14_2,TP8F4aB-14,TP8F4aB-14,TP8F4,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.813,117,5.369,25-May-10,36.21355,-117.0894833,9648.7,9635
CBP-3049*,ap_collection2_13,TP10S1B-K2,TP10S1B-K2,TP10S1FREE,atrophaeus,Free,9635,High,2800 - 3000 m,36,12.849,117,5.338,17-May,36.21415,-117.0889667,9677.4,9635
CBP-3056*,ap_collection33_3,TP10S1N-I5,TP10S1N-I5,TP10S1,atrophaeus,Sagebrush,9635,High,2800 - 3000 m,36,12.849,117,5.338,17-May,36.21415,-117.0889667,9677.4,9635
CBP-3060*,ap_collection33_1,TP10S1F-J2,TP10S1F-J2,TP10S1,atrophaeus,Sagebrush,9635,High,2800 - 3000 m,36,12.849,117,5.338,17-May,36.21415,-117.0889667,9677.4,9635
CBP-3061*,ap_collection33_2,TP10S1N-I7,TP10S1N-I7,TP10S1,atrophaeus,Sagebrush,9635,High,2800 - 3000 m,36,12.849,117,5.338,17-May,36.21415,-117.0889667,9677.4,9635
CBP-1681*,ap_collection2_8,TP8F2aA-2,TP8F2aA-2,TP8F2,atrophaeus,Free,9637,High,2800 - 3000 m,36,12.819,117,5.351,25-May-10,36.21365,-117.0891833,9655.3,9637
CBP-1682*,ap_collection13_2,TP8F3aB-2,TP8F3aB-2,TP8F3,atrophaeus,Free,9637,High,2800 - 3000 m,36,12.816,117,5.36,25-May-10,36.2136,-117.0893333,9652.4,9637
CBP-1684*,ap_collection13_1,TP8F3aB-7,TP8F3aB-7,TP8F3,atrophaeus,Free,9637,High,2800 - 3000 m,36,12.816,117,5.36,25-May-10,36.2136,-117.0893333,9652.4,9637
CBP-1767*,ap_collection17_3,TP8O1B-12,TP8O1B-12,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1768,ap_collection17_3,TP8O1B-13,TP8O1B-13,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1769,ap_collection17_3,TP8O1B-2,TP8O1B-2,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1770,ap_collection17_3,TP8O1B-4,TP8O1B-4,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1771*,ap_collection17_4,TP8O1B-5,TP8O1B-5,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1772*,ap_collection17_1,TP8O1B-6,TP8O1B-6,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1773,ap_collection17_3,TP8O1B-7,TP8O1B-7,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1774*,ap_collection17_2,TP8O1B-8,TP8O1B-8,TP8O1,atrophaeus,Opuntia,9644,High,2800 - 3000 m,36,12.834,117,5.353,25-May-10,36.2139,-117.0892167,9661.3,9644
CBP-1776*,ap_collection18_04,TP8O3B-15,TP8O3B-15,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1777*,ap_collection18_03,TP8O3B-8,TP8O3B-8,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1786*,ap_collection18_07,TP8OB-21,TP8O3B-21,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1789*,ap_collection18_10,TP8OB-23,TP8O3B-23,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1790*,ap_collection18_01,TP8OB-24,TP8O3B-24,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1791,ap_collection18_01,TP8OB-24m,TP8O3B-24m,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1792,ap_collection18_01,TP8OB-25,TP8O3B-25,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1795,ap_collection18_01,TP8OB-27,TP8O3B-27,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1796*,ap_collection18_06,TP8OB-28,TP8O3B-28,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1797*,ap_collection18_08,TP8OB-3,TP8O3B-3,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1800*,ap_collection18_02,TP8OB-6,TP8O3B-6,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1801*,ap_collection18_05,TP8OB-7,TP8O3B-7,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1803*,ap_collection18_09,TP8OB-9,TP8O3B-9,TP8O3,atrophaeus,Opuntia,9651,High,2800 - 3000 m,36,12.827,117,5.346,25-May-10,36.21378333,-117.0891,9660.1,9651
CBP-1718*,sp_collection1_3,WR202B-5m,WR202B-5m,WR2O2,spizizenii,Opuntia,,,,,,,,,,,,
CBP-3068*,ia_collection2_13,EC30O2B-D1-2,EC30O2B-D1-2,EC30O2 ,inaquosorum,,,,,,,,,,,,,